background_color{ 255, 255, 255 }
tile_pattern{
  id = "10",
  ground = "wall",
  default_layer = 0,
  x = 0,
  y = 128,
  width = 40,
  height = 16,
}

tile_pattern{
  id = "11",
  ground = "wall",
  default_layer = 0,
  x = 0,
  y = 144,
  width = 40,
  height = 40,
}

tile_pattern{
  id = "12",
  ground = "wall",
  default_layer = 0,
  x = 40,
  y = 144,
  width = 16,
  height = 40,
}

tile_pattern{
  id = "13",
  ground = "wall",
  default_layer = 0,
  x = 8,
  y = 0,
  width = 40,
  height = 40,
}

tile_pattern{
  id = "14",
  ground = "wall",
  default_layer = 0,
  x = 48,
  y = 0,
  width = 40,
  height = 40,
}

tile_pattern{
  id = "15",
  ground = "wall",
  default_layer = 0,
  x = 48,
  y = 40,
  width = 40,
  height = 40,
}

tile_pattern{
  id = "16",
  ground = "wall",
  default_layer = 0,
  x = 8,
  y = 40,
  width = 40,
  height = 40,
}

tile_pattern{
  id = "18",
  ground = "wall",
  default_layer = 0,
  x = 0,
  y = 200,
  width = 16,
  height = 32,
}

tile_pattern{
  id = "19",
  ground = "wall",
  default_layer = 0,
  x = 16,
  y = 200,
  width = 16,
  height = 32,
}

tile_pattern{
  id = "2",
  ground = "traversable",
  default_layer = 0,
  x = 176,
  y = 304,
  width = 8,
  height = 8,
}

tile_pattern{
  id = "20",
  ground = "wall",
  default_layer = 0,
  x = 32,
  y = 200,
  width = 16,
  height = 32,
}

tile_pattern{
  id = "21",
  ground = "traversable",
  default_layer = 0,
  x = 0,
  y = 192,
  width = 16,
  height = 8,
}

tile_pattern{
  id = "22",
  ground = "traversable",
  default_layer = 0,
  x = 16,
  y = 192,
  width = 16,
  height = 8,
}

tile_pattern{
  id = "23",
  ground = "traversable",
  default_layer = 0,
  x = 32,
  y = 192,
  width = 16,
  height = 8,
}

tile_pattern{
  id = "24",
  ground = "wall",
  default_layer = 0,
  x = 48,
  y = 184,
  width = 32,
  height = 16,
}

tile_pattern{
  id = "25",
  ground = "wall",
  default_layer = 0,
  x = 48,
  y = 200,
  width = 32,
  height = 16,
}

tile_pattern{
  id = "26",
  ground = "wall",
  default_layer = 0,
  x = 48,
  y = 216,
  width = 32,
  height = 16,
}

tile_pattern{
  id = "27",
  ground = "traversable",
  default_layer = 0,
  x = 80,
  y = 184,
  width = 8,
  height = 16,
}

tile_pattern{
  id = "28",
  ground = "traversable",
  default_layer = 0,
  x = 80,
  y = 200,
  width = 8,
  height = 16,
}

tile_pattern{
  id = "29",
  ground = "traversable",
  default_layer = 0,
  x = 80,
  y = 216,
  width = 8,
  height = 16,
}

tile_pattern{
  id = "3",
  ground = "traversable",
  default_layer = 0,
  x = 176,
  y = 320,
  width = 8,
  height = 8,
}

tile_pattern{
  id = "30",
  ground = "wall",
  default_layer = 0,
  x = 48,
  y = 232,
  width = 16,
  height = 32,
}

tile_pattern{
  id = "31",
  ground = "wall",
  default_layer = 0,
  x = 64,
  y = 232,
  width = 16,
  height = 32,
}

tile_pattern{
  id = "32",
  ground = "wall",
  default_layer = 0,
  x = 80,
  y = 232,
  width = 16,
  height = 32,
}

tile_pattern{
  id = "33",
  ground = "traversable",
  default_layer = 0,
  x = 48,
  y = 264,
  width = 16,
  height = 8,
}

tile_pattern{
  id = "34",
  ground = "traversable",
  default_layer = 0,
  x = 64,
  y = 264,
  width = 16,
  height = 8,
}

tile_pattern{
  id = "35",
  ground = "traversable",
  default_layer = 0,
  x = 80,
  y = 264,
  width = 16,
  height = 8,
}

tile_pattern{
  id = "36",
  ground = "wall",
  default_layer = 0,
  x = 16,
  y = 232,
  width = 32,
  height = 16,
}

tile_pattern{
  id = "37",
  ground = "wall",
  default_layer = 0,
  x = 16,
  y = 248,
  width = 32,
  height = 16,
}

tile_pattern{
  id = "38",
  ground = "wall",
  default_layer = 0,
  x = 16,
  y = 264,
  width = 32,
  height = 16,
}

tile_pattern{
  id = "39",
  ground = "traversable",
  default_layer = 0,
  x = 8,
  y = 232,
  width = 8,
  height = 16,
}

tile_pattern{
  id = "4",
  ground = "traversable",
  default_layer = 0,
  x = 128,
  y = 304,
  width = 8,
  height = 8,
}

tile_pattern{
  id = "40",
  ground = "traversable",
  default_layer = 0,
  x = 8,
  y = 248,
  width = 8,
  height = 16,
}

tile_pattern{
  id = "41",
  ground = "traversable",
  default_layer = 0,
  x = 8,
  y = 264,
  width = 8,
  height = 16,
}

tile_pattern{
  id = "42",
  ground = "traversable",
  default_layer = 0,
  x = 136,
  y = 368,
  width = 8,
  height = 8,
}

tile_pattern{
  id = "43",
  ground = "wall_top_left",
  default_layer = 0,
  x = 112,
  y = 232,
  width = 16,
  height = 16,
}

tile_pattern{
  id = "44",
  ground = "wall",
  default_layer = 0,
  x = 96,
  y = 232,
  width = 16,
  height = 16,
}

tile_pattern{
  id = "45",
  ground = "wall",
  default_layer = 0,
  x = 112,
  y = 216,
  width = 16,
  height = 16,
}

tile_pattern{
  id = "46",
  ground = "traversable",
  default_layer = 0,
  x = 96,
  y = 216,
  width = 16,
  height = 16,
}

tile_pattern{
  id = "47",
  ground = "traversable",
  default_layer = 0,
  x = 200,
  y = 120,
  width = 8,
  height = 8,
}

tile_pattern{
  id = "48",
  ground = "wall",
  default_layer = 0,
  x = 192,
  y = 120,
  width = 8,
  height = 8,
}

tile_pattern{
  id = "49",
  ground = "wall",
  default_layer = 0,
  x = 32,
  y = 648,
  width = 16,
  height = 16,
}

tile_pattern{
  id = "5",
  ground = "wall",
  default_layer = 0,
  x = 56,
  y = 128,
  width = 40,
  height = 16,
}

tile_pattern{
  id = "50",
  ground = "wall",
  default_layer = 0,
  x = 32,
  y = 664,
  width = 16,
  height = 8,
}

tile_pattern{
  id = "51",
  ground = "wall",
  default_layer = 0,
  x = 32,
  y = 680,
  width = 16,
  height = 8,
}

tile_pattern{
  id = "52",
  ground = "traversable",
  default_layer = 0,
  x = 32,
  y = 688,
  width = 16,
  height = 8,
}

tile_pattern{
  id = "53",
  ground = "wall",
  default_layer = 0,
  x = 32,
  y = 408,
  width = 16,
  height = 32,
}

tile_pattern{
  id = "54",
  ground = "wall",
  default_layer = 0,
  x = 64,
  y = 408,
  width = 16,
  height = 32,
}

tile_pattern{
  id = "55",
  ground = "ladder",
  default_layer = 0,
  x = 48,
  y = 424,
  width = 8,
  height = 16,
}

tile_pattern{
  id = "56",
  ground = "ladder",
  default_layer = 0,
  x = 56,
  y = 424,
  width = 8,
  height = 16,
}

tile_pattern{
  id = "57",
  ground = "ladder",
  default_layer = 0,
  x = 56,
  y = 416,
  width = 8,
  height = 8,
}

tile_pattern{
  id = "58",
  ground = "ladder",
  default_layer = 0,
  x = 56,
  y = 408,
  width = 8,
  height = 8,
}

tile_pattern{
  id = "59",
  ground = "ladder",
  default_layer = 0,
  x = 48,
  y = 408,
  width = 8,
  height = 8,
}

tile_pattern{
  id = "6",
  ground = "wall",
  default_layer = 0,
  x = 56,
  y = 144,
  width = 40,
  height = 40,
}

tile_pattern{
  id = "60",
  ground = "ladder",
  default_layer = 0,
  x = 48,
  y = 416,
  width = 8,
  height = 8,
}

tile_pattern{
  id = "61",
  ground = "ladder",
  default_layer = 0,
  x = 32,
  y = 376,
  width = 8,
  height = 8,
}

tile_pattern{
  id = "62",
  ground = "ladder",
  default_layer = 0,
  x = 32,
  y = 384,
  width = 8,
  height = 8,
}

tile_pattern{
  id = "63",
  ground = "ladder",
  default_layer = 0,
  x = 32,
  y = 392,
  width = 8,
  height = 8,
}

tile_pattern{
  id = "64",
  ground = "ladder",
  default_layer = 0,
  x = 40,
  y = 376,
  width = 8,
  height = 8,
}

tile_pattern{
  id = "65",
  ground = "ladder",
  default_layer = 0,
  x = 40,
  y = 384,
  width = 8,
  height = 8,
}

tile_pattern{
  id = "66",
  ground = "ladder",
  default_layer = 0,
  x = 40,
  y = 392,
  width = 8,
  height = 8,
}

tile_pattern{
  id = "67",
  ground = "ladder",
  default_layer = 0,
  x = 32,
  y = 400,
  width = 8,
  height = 8,
}

tile_pattern{
  id = "68",
  ground = "ladder",
  default_layer = 0,
  x = 40,
  y = 400,
  width = 8,
  height = 8,
}

tile_pattern{
  id = "69",
  ground = "traversable",
  default_layer = 0,
  x = 72,
  y = 376,
  width = 8,
  height = 8,
}

tile_pattern{
  id = "7",
  ground = "wall",
  default_layer = 0,
  x = 56,
  y = 88,
  width = 40,
  height = 40,
}

tile_pattern{
  id = "70",
  ground = "traversable",
  default_layer = 0,
  x = 72,
  y = 384,
  width = 8,
  height = 8,
}

tile_pattern{
  id = "71",
  ground = "traversable",
  default_layer = 0,
  x = 72,
  y = 392,
  width = 8,
  height = 8,
}

tile_pattern{
  id = "72",
  ground = "traversable",
  default_layer = 0,
  x = 72,
  y = 400,
  width = 8,
  height = 8,
}

tile_pattern{
  id = "73",
  ground = "traversable",
  default_layer = 0,
  x = 216,
  y = 304,
  width = 8,
  height = 8,
}

tile_pattern{
  id = "74",
  ground = "traversable",
  default_layer = 0,
  x = 232,
  y = 304,
  width = 8,
  height = 8,
}

tile_pattern{
  id = "75",
  ground = "traversable",
  default_layer = 0,
  x = 224,
  y = 384,
  width = 16,
  height = 16,
}

tile_pattern{
  id = "76",
  ground = "wall_bottom_right",
  default_layer = 0,
  x = 96,
  y = 184,
  width = 16,
  height = 16,
}

tile_pattern{
  id = "77",
  ground = "wall",
  default_layer = 0,
  x = 112,
  y = 184,
  width = 16,
  height = 16,
}

tile_pattern{
  id = "78",
  ground = "wall",
  default_layer = 0,
  x = 96,
  y = 200,
  width = 16,
  height = 16,
}

tile_pattern{
  id = "79",
  ground = "traversable",
  default_layer = 0,
  x = 112,
  y = 200,
  width = 16,
  height = 16,
}

tile_pattern{
  id = "8",
  ground = "wall",
  default_layer = 0,
  x = 40,
  y = 88,
  width = 16,
  height = 40,
}

tile_pattern{
  id = "80",
  ground = "wall",
  default_layer = 0,
  x = 16,
  y = 360,
  width = 16,
  height = 16,
}

tile_pattern{
  id = "81",
  ground = "wall",
  default_layer = 0,
  x = 8,
  y = 360,
  width = 8,
  height = 16,
}

tile_pattern{
  id = "82",
  ground = "traversable",
  default_layer = 1,
  x = 8,
  y = 352,
  width = 16,
  height = 8,
}

tile_pattern{
  id = "83",
  ground = "traversable",
  default_layer = 1,
  x = 24,
  y = 352,
  width = 16,
  height = 8,
}

tile_pattern{
  id = "84",
  ground = "wall",
  default_layer = 0,
  x = 32,
  y = 360,
  width = 8,
  height = 16,
}

tile_pattern{
  id = "85",
  ground = "wall",
  default_layer = 0,
  x = 0,
  y = 328,
  width = 16,
  height = 16,
}

tile_pattern{
  id = "86",
  ground = "wall",
  default_layer = 0,
  x = 32,
  y = 328,
  width = 16,
  height = 16,
}

tile_pattern{
  id = "87",
  ground = "wall",
  default_layer = 2,
  x = 0,
  y = 312,
  width = 16,
  height = 16,
}

tile_pattern{
  id = "88",
  ground = "traversable",
  default_layer = 2,
  x = 16,
  y = 312,
  width = 16,
  height = 16,
}

tile_pattern{
  id = "89",
  ground = "wall",
  default_layer = 2,
  x = 32,
  y = 312,
  width = 16,
  height = 16,
}

tile_pattern{
  id = "9",
  ground = "wall",
  default_layer = 0,
  x = 0,
  y = 88,
  width = 40,
  height = 40,
}

tile_pattern{
  id = "90",
  ground = "traversable",
  default_layer = 0,
  x = 16,
  y = 328,
  width = 16,
  height = 16,
}

