background_color{ 255, 255, 255 }
tile_pattern{
  id = "1",
  ground = "wall",
  default_layer = 0,
  x = 640,
  y = 320,
  width = 8,
  height = 32,
}

tile_pattern{
  id = "10",
  ground = "traversable",
  default_layer = 0,
  x = 536,
  y = 304,
  width = 16,
  height = 8,
}

tile_pattern{
  id = "100",
  ground = "traversable",
  default_layer = 0,
  x = 112,
  y = 128,
  width = 8,
  height = 8,
}

tile_pattern{
  id = "101",
  ground = "traversable",
  default_layer = 0,
  x = 0,
  y = 16,
  width = 16,
  height = 16,
}

tile_pattern{
  id = "102",
  ground = "wall_bottom_left",
  default_layer = 0,
  x = 280,
  y = 192,
  width = 16,
  height = 16,
}

tile_pattern{
  id = "103",
  ground = "wall_bottom_right",
  default_layer = 0,
  x = 296,
  y = 192,
  width = 16,
  height = 16,
}

tile_pattern{
  id = "104",
  ground = "wall",
  default_layer = 0,
  x = 296,
  y = 208,
  width = 16,
  height = 16,
}

tile_pattern{
  id = "105",
  ground = "wall",
  default_layer = 0,
  x = 312,
  y = 208,
  width = 16,
  height = 16,
}

tile_pattern{
  id = "106",
  ground = "wall",
  default_layer = 0,
  x = 1336,
  y = 128,
  width = 32,
  height = 48,
}

tile_pattern{
  id = "107",
  ground = "traversable",
  default_layer = 2,
  x = 1624,
  y = 432,
  width = 32,
  height = 24,
}

tile_pattern{
  id = "108",
  ground = "wall",
  default_layer = 0,
  x = 1624,
  y = 456,
  width = 32,
  height = 24,
}

tile_pattern{
  id = "109",
  ground = "wall",
  default_layer = 0,
  x = 1656,
  y = 240,
  width = 32,
  height = 32,
}

tile_pattern{
  id = "11",
  ground = "traversable",
  default_layer = 0,
  x = 32,
  y = 112,
  width = 16,
  height = 16,
}

tile_pattern{
  id = "110",
  ground = "traversable",
  default_layer = 0,
  x = 1656,
  y = 272,
  width = 32,
  height = 8,
}

tile_pattern{
  id = "111",
  ground = "traversable",
  default_layer = 2,
  x = 1752,
  y = 24,
  width = 32,
  height = 16,
}

tile_pattern{
  id = "112",
  ground = "wall",
  default_layer = 0,
  x = 1752,
  y = 40,
  width = 32,
  height = 24,
}

tile_pattern{
  id = "113",
  ground = "wall",
  default_layer = 0,
  x = 1656,
  y = 0,
  width = 32,
  height = 40,
}

tile_pattern{
  id = "114",
  ground = "traversable",
  default_layer = 0,
  x = 1656,
  y = 40,
  width = 32,
  height = 8,
}

tile_pattern{
  id = "115",
  ground = "wall",
  default_layer = 0,
  x = 1688,
  y = 0,
  width = 32,
  height = 48,
}

tile_pattern{
  id = "116",
  ground = "traversable",
  default_layer = 0,
  x = 1112,
  y = 0,
  width = 16,
  height = 16,
}

tile_pattern{
  id = "117",
  ground = "traversable",
  default_layer = 0,
  x = 1096,
  y = 0,
  width = 16,
  height = 16,
}

tile_pattern{
  id = "118",
  ground = "wall",
  default_layer = 0,
  x = 1688,
  y = 272,
  width = 40,
  height = 32,
}

tile_pattern{
  id = "119",
  ground = "wall",
  default_layer = 0,
  x = 1696,
  y = 240,
  width = 40,
  height = 32,
}

tile_pattern{
  id = "12",
  ground = "wall",
  default_layer = 0,
  x = 16,
  y = 112,
  width = 16,
  height = 16,
}

tile_pattern{
  id = "120",
  ground = "wall",
  default_layer = 0,
  x = 1656,
  y = 296,
  width = 32,
  height = 40,
}

tile_pattern{
  id = "121",
  ground = "wall",
  default_layer = 0,
  x = 280,
  y = 208,
  width = 16,
  height = 16,
}

tile_pattern{
  id = "122",
  ground = "wall",
  default_layer = 0,
  x = 280,
  y = 224,
  width = 16,
  height = 16,
}

tile_pattern{
  id = "123",
  ground = "wall",
  default_layer = 0,
  x = 296,
  y = 224,
  width = 16,
  height = 16,
}

tile_pattern{
  id = "124",
  ground = "wall_top_right",
  default_layer = 0,
  x = 296,
  y = 176,
  width = 16,
  height = 16,
}

tile_pattern{
  id = "125",
  ground = "traversable",
  default_layer = 2,
  x = 280,
  y = 296,
  width = 16,
  height = 24,
}

tile_pattern{
  id = "126",
  ground = "wall",
  default_layer = 0,
  x = 280,
  y = 320,
  width = 16,
  height = 16,
}

tile_pattern{
  id = "127",
  ground = "traversable",
  default_layer = 0,
  x = 1024,
  y = 0,
  width = 8,
  height = 8,
}

tile_pattern{
  id = "128",
  ground = "traversable",
  default_layer = 0,
  x = 1032,
  y = 0,
  width = 8,
  height = 8,
}

tile_pattern{
  id = "129",
  ground = "traversable",
  default_layer = 0,
  x = 1032,
  y = 8,
  width = 8,
  height = 8,
}

tile_pattern{
  id = "13",
  ground = "wall",
  default_layer = 0,
  x = 936,
  y = 224,
  width = 24,
  height = 8,
}

tile_pattern{
  id = "130",
  ground = "traversable",
  default_layer = 0,
  x = 1024,
  y = 8,
  width = 8,
  height = 8,
}

tile_pattern{
  id = "131",
  ground = "traversable",
  default_layer = 0,
  x = 1040,
  y = 0,
  width = 8,
  height = 8,
}

tile_pattern{
  id = "132",
  ground = "traversable",
  default_layer = 0,
  x = 1040,
  y = 8,
  width = 8,
  height = 8,
}

tile_pattern{
  id = "133",
  ground = "traversable",
  default_layer = 0,
  x = 1048,
  y = 0,
  width = 8,
  height = 8,
}

tile_pattern{
  id = "134",
  ground = "traversable",
  default_layer = 0,
  x = 1056,
  y = 0,
  width = 8,
  height = 8,
}

tile_pattern{
  id = "135",
  ground = "traversable",
  default_layer = 0,
  x = 1064,
  y = 0,
  width = 8,
  height = 8,
}

tile_pattern{
  id = "136",
  ground = "traversable",
  default_layer = 0,
  x = 1056,
  y = 8,
  width = 8,
  height = 8,
}

tile_pattern{
  id = "137",
  ground = "traversable",
  default_layer = 0,
  x = 1064,
  y = 8,
  width = 8,
  height = 8,
}

tile_pattern{
  id = "138",
  ground = "wall",
  default_layer = 0,
  x = 192,
  y = 120,
  width = 16,
  height = 8,
}

tile_pattern{
  id = "139",
  ground = "wall",
  default_layer = 0,
  x = 192,
  y = 144,
